	Iteration	Ir	Pd	Pt	Rh	Ru	Activity
52	53	0.31	0.0	0.59	0.09	0.01	0.12289374185488693
53	54	0.59	0.0	0.41000000000000003	0.0	0.0	0.139287949346818
54	55	0.01	0.03	0.33	0.63	0.0	0.02263319741493328
55	56	0.09	0.55	0.01	0.07	0.28	0.1673704621709755
56	57	0.0	0.43	0.0	0.5700000000000001	0.0	0.04002404658173703
57	58	0.08	0.56	0.0	0.05	0.31	0.16753885727409623
58	59	0.08	0.39	0.0	0.24	0.29	0.13471688819408828
59	60	0.05	0.59	0.0	0.0	0.36	0.16649136630384487
60	61	0.09	0.5700000000000001	0.0	0.04	0.3	0.16951926502341996
61	62	0.09	0.62	0.0	0.04	0.25	0.16040524178799515
62	63	0.09	0.56	0.0	0.04	0.31	0.16958075213123888
63	64	0.13	0.52	0.0	0.15	0.2	0.15735497158082426
64	65	0.0	0.29	0.0	0.14	0.57	0.0851233534614617
65	66	0.09	0.56	0.0	0.03	0.32	0.16841094606116483
66	67	0.01	0.5700000000000001	0.08	0.02	0.32	0.16453614964844257
67	68	0.38	0.0	0.42	0.0	0.2	0.07566582606447123
68	69	0.0	0.55	0.14	0.0	0.31	0.16472382042724618
69	70	0.15	0.5700000000000001	0.0	0.02	0.26	0.16342998948991383
70	71	0.05	0.54	0.1	0.0	0.31	0.16447823147989618
71	72	0.04	0.58	0.03	0.02	0.33	0.1643888692474605
72	73	0.54	0.38	0.0	0.05	0.03	0.0585193081972336
73	74	0.11	0.52	0.0	0.06	0.31	0.16393780918785678
74	75	0.09	0.5700000000000001	0.0	0.03	0.31	0.16942891860564213
75	76	0.01	0.24	0.47000000000000003	0.26	0.02	0.05609078802751612
76	77	0.09	0.5700000000000001	0.0	0.02	0.32	0.16834831198782613
77	78	0.0	0.58	0.0	0.04	0.38	0.1571345629606048
78	79	0.09	0.52	0.02	0.09	0.28	0.1649149491929463
79	80	0.0	0.22	0.44	0.01	0.33	0.08390722998666042
80	81	0.09	0.5700000000000001	0.0	0.0	0.34	0.16910202435566407
81	82	0.02	0.52	0.04	0.27	0.15	0.13189612728343875
82	83	0.01	0.01	0.21	0.0	0.77	0.004817651461694918
83	84	0.03	0.53	0.06	0.0	0.38	0.16695848787448986
84	85	0.04	0.58	0.11	0.0	0.27	0.15826516586214684
85	86	0.01	0.5	0.29	0.0	0.2	0.14109102454829386
86	87	0.08	0.5700000000000001	0.0	0.0	0.35	0.1679816722196415
87	88	0.01	0.6	0.34	0.03	0.02	0.087742536178125
88	89	0.31	0.12	0.56	0.0	0.01	0.0944321158034871
89	90	0.09	0.55	0.01	0.02	0.33	0.1681793969478925
90	91	0.62	0.12	0.24	0.0	0.02	0.06063041541464777
91	92	0.12	0.58	0.02	0.01	0.27	0.1613807763445188
92	93	0.05	0.52	0.06	0.01	0.36	0.16511029734670635
93	94	0.11	0.56	0.0	0.04	0.29	0.16672512199811063
94	95	0.07	0.55	0.01	0.05	0.32	0.1666782141073447
95	96	0.04	0.5700000000000001	0.0	0.07	0.32	0.16257023208758253
96	97	0.08	0.56	0.0	0.02	0.34	0.16841644289858562
97	98	0.18	0.81	0.0	0.0	0.01	0.09692649865346036
98	99	0.05	0.52	0.0	0.13	0.3	0.16577962291169518
99	100	0.45	0.0	0.38	0.17	0.0	0.09144620943972007
100	101	0.09	0.53	0.01	0.09	0.28	0.1656381677494675
101	102	0.0	0.2	0.73	0.01	0.06	0.060847001620063366
102	103	0.09	0.58	0.0	0.08	0.25	0.164635006262269
103	104	0.05	0.58	0.0	0.0	0.37	0.16632078169041373
104	105	0.08	0.56	0.0	0.01	0.35	0.16830628136440365
