	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
84	85	0.11	0.0	0.61	0.02	0.26	0.11795485712059135
85	86	0.0	0.22	0.2	0.11	0.47	0.025659215437392528
86	87	0.49	0.0	0.25	0.02	0.24	0.06490407318134597
87	88	0.02	0.51	0.17	0.3	0.0	0.03666688561064373
88	89	0.02	0.76	0.02	0.18	0.02	0.020327936262251795
89	90	0.77	0.17	0.0	0.06	0.0	0.013003876879699816
90	91	0.18	0.0	0.61	0.21	0.0	0.10318400188863444
91	92	0.1	0.02	0.79	0.0	0.09	0.15280731699236266
92	93	0.16	0.05	0.72	0.05	0.02	0.13054322188979411
93	94	0.07	0.02	0.79	0.06	0.06	0.1438906691682148
94	95	0.21	0.02	0.75	0.0	0.02	0.1432923226386572
95	96	0.01	0.0	0.34	0.0	0.65	0.06602486297470116
96	97	0.0	0.17	0.53	0.3	0.0	0.0586294986285157
97	98	0.07	0.0	0.77	0.05	0.11	0.14845511602750353
98	99	0.04	0.05	0.79	0.03	0.09	0.1414244999451049
99	100	0.18	0.03	0.71	0.0	0.08	0.14248394036824955
100	101	0.0	0.0	0.15	0.26	0.59	0.027715553207429133
101	102	0.0	0.0	0.72	0.14	0.14	0.12112496673266025
102	103	0.0	0.42	0.36	0.22	0.0	0.034990772029747624
103	104	0.1	0.13	0.77	0.0	0.0	0.131614584731016
104	105	0.17	0.2	0.61	0.0	0.02	0.10575314388450552
