	Iteration	Ag	Ir	Pd	Pt	Ru	Activity
50	51	0.25	0.35000000000000003	0.28	0.1	0.02	0.04250095625492591
51	52	0.5	0.17	0.32	0.0	0.01	0.07752868170564463
52	53	0.4	0.03	0.0	0.05	0.52	0.004392541274105642
53	54	0.0	0.24	0.38	0.01	0.37	0.03866853046321658
54	55	0.08	0.3	0.37	0.25	0.0	0.0431232932405767
55	56	0.58	0.03	0.0	0.39	0.0	0.03350086222207961
56	57	0.51	0.0	0.44	0.0	0.05	0.1349085373434863
57	58	0.09	0.0	0.79	0.0	0.12	0.16166732048268803
58	59	0.08	0.0	0.79	0.0	0.13	0.1632970812013648
59	60	0.18	0.02	0.75	0.04	0.01	0.13791647100900345
60	61	0.16	0.0	0.76	0.0	0.08	0.15234307697122312
61	62	0.13	0.02	0.75	0.03	0.07	0.1448589717209175
62	63	0.28	0.01	0.6	0.11	0.0	0.11330529463074887
63	64	0.06	0.0	0.79	0.0	0.15	0.16342616229569923
64	65	0.16	0.0	0.79	0.02	0.03	0.14613832416794195
65	66	0.02	0.14	0.14	0.68	0.02	0.0329863558483125
66	67	0.35000000000000003	0.02	0.63	0.0	0.0	0.1298318725827787
67	68	0.18	0.63	0.0	0.19	0.0	0.020052855716866422
68	69	0.4	0.31	0.02	0.27	0.0	0.018980143181568546
69	70	0.77	0.04	0.18	0.0	0.01	0.07434720298624442
70	71	0.05	0.04	0.79	0.01	0.11	0.14829672608507655
71	72	0.03	0.01	0.5700000000000001	0.1	0.29	0.0881785529036513
72	73	0.04	0.02	0.36	0.0	0.58	0.0627733863325055
73	74	0.09	0.17	0.5700000000000001	0.17	0.0	0.08681495703147304
74	75	0.3	0.0	0.18	0.48	0.04	0.034155216105958994
75	76	0.0	0.5	0.22	0.2	0.08	0.025505123832596798
76	77	0.14	0.0	0.18	0.21	0.47	0.030235281526529625
77	78	0.25	0.18	0.26	0.31	0.0	0.04525343855588869
78	79	0.11	0.01	0.75	0.01	0.12	0.14990771182825086
79	80	0.13	0.0	0.5700000000000001	0.01	0.29	0.11071968584110314
80	81	0.0	0.3	0.0	0.28	0.42	0.025533618853256862
81	82	0.21	0.75	0.03	0.0	0.01	0.0003285711900156793
82	83	0.58	0.03	0.38	0.0	0.01	0.12332510947121757
83	84	0.02	0.01	0.78	0.07	0.12	0.14240463948556623
84	85	0.04	0.0	0.79	0.0	0.17	0.16058550946686445
85	86	0.21	0.17	0.09	0.01	0.52	0.013094013024828044
86	87	0.12	0.12	0.0	0.76	0.0	0.028257127278849225
87	88	0.67	0.01	0.14	0.0	0.18	0.052014133591385674
88	89	0.0	0.11	0.68	0.18	0.03	0.09524746792796669
89	90	0.12	0.0	0.63	0.24	0.01	0.10057888181644568
90	91	0.0	0.44	0.02	0.54	0.0	0.08830037028606583
91	92	0.19	0.45	0.36	0.0	0.0	0.04185022717397307
92	93	0.06	0.0	0.0	0.5700000000000001	0.37	0.039804254903952056
93	94	0.49	0.33	0.1	0.01	0.07	0.017444291615566678
94	95	0.0	0.0	0.22	0.41000000000000003	0.37	0.03734122375270385
95	96	0.02	0.18	0.61	0.0	0.19	0.08458218637319305
96	97	0.14	0.01	0.67	0.0	0.18	0.1377753538328616
97	98	0.16	0.03	0.77	0.04	0.0	0.13527825534764557
98	99	0.02	0.06	0.78	0.03	0.11	0.13579505326963007
99	100	0.09	0.02	0.77	0.0	0.12	0.15136414741388846
100	101	0.47000000000000003	0.0	0.53	0.0	0.0	0.14385420869081236
101	102	0.19	0.1	0.65	0.0	0.06	0.12172629539056341
102	103	0.02	0.77	0.19	0.0	0.02	0.001578375425903414
103	104	0.13	0.01	0.75	0.01	0.1	0.15121474896839057
104	105	0.1	0.02	0.79	0.0	0.09	0.15280731699236266
