	Iteration	Pt	Pd	Au	Ru	Rh	Ir	Re	Os	Activity
40	41	0.0	0.0	0.02	0.5	0.04	0.0	0.43	0.01	-0.21776552915344033
41	42	0.44	0.07	0.32	0.17	0.0	0.0	0.0	0.0	-0.7864293972016962
42	43	0.03	0.03	0.3	0.01	0.63	0.0	0.0	0.0	-0.30778493219586056
43	44	0.02	0.0	0.84	0.07	0.0	0.0	0.07	0.0	-0.22667818884172763
44	45	0.44	0.06	0.11	0.39	0.0	0.0	0.0	0.0	-0.5245871259595463
45	46	0.01	0.04	0.02	0.01	0.0	0.25	0.63	0.04	-0.2791851532909451
46	47	0.07	0.01	0.02	0.25	0.01	0.61	0.03	0.0	-0.2755015348091523
47	48	0.3	0.32	0.02	0.0	0.01	0.01	0.34	0.0	-0.48822198324650007
48	49	0.04	0.54	0.0	0.0	0.32	0.0	0.0	0.1	-0.2413095099023259
49	50	0.0	0.25	0.06	0.01	0.54	0.04	0.09	0.01	-0.24677372923545832
50	51	0.34	0.28	0.08	0.23	0.02	0.0	0.03	0.02	-0.7545423085677236
51	52	0.0	0.59	0.0	0.0	0.02	0.03	0.36	0.0	-0.22900394807774632
52	53	0.49	0.01	0.0	0.05	0.01	0.37	0.04	0.03	-0.3448367244479204
53	54	0.0	0.88	0.0	0.01	0.07	0.03	0.01	0.0	-0.22083684410963783
54	55	0.36	0.2	0.4	0.04	0.0	0.0	0.0	0.0	-0.9558109233941501
55	56	0.48	0.01	0.28	0.0	0.01	0.01	0.16	0.05	-0.6681662368948793
56	57	0.07	0.37	0.01	0.44	0.03	0.02	0.03	0.03	-0.3261560671874533
57	58	0.5	0.12	0.03	0.01	0.0	0.01	0.33	0.0	-0.4781810294706851
58	59	0.04	0.0	0.32	0.03	0.05	0.02	0.5	0.04	-0.2678516743622829
59	60	0.01	0.02	0.36	0.0	0.03	0.5	0.0	0.08	-0.20222338306096138
60	61	0.52	0.18	0.21	0.01	0.02	0.02	0.04	0.0	-0.8522898830373447
61	62	0.38	0.04	0.42	0.01	0.01	0.11	0.03	0.0	-0.6324756416255521
62	63	0.01	0.0	0.03	0.04	0.5	0.0	0.36	0.06	-0.24027979687956652
63	64	0.05	0.0	0.03	0.53	0.25	0.1	0.01	0.03	-0.09639154144266115
64	65	0.43	0.16	0.24	0.09	0.0	0.0	0.06	0.02	-0.9046856001241621
65	66	0.02	0.02	0.0	0.2	0.62	0.11	0.0	0.03	-0.25313787399679083
66	67	0.44	0.22	0.12	0.11	0.02	0.0	0.01	0.08	-0.8800509325907069
67	68	0.38	0.28	0.3	0.0	0.0	0.03	0.0	0.01	-1.000553015298594
68	69	0.31	0.16	0.21	0.04	0.02	0.01	0.01	0.24	-0.8628991489748461
69	70	0.37	0.32	0.1	0.03	0.02	0.01	0.0	0.15	-0.8942815498064203
70	71	0.37	0.23	0.35000000000000003	0.0	0.05	0.0	0.0	0.0	-0.9734617441160422
71	72	0.32	0.21	0.29	0.11	0.05	0.0	0.02	0.0	-0.8759854914071943
72	73	0.0	0.0	0.02	0.0	0.04	0.58	0.24	0.12	-0.2864476968376773
73	74	0.07	0.25	0.02	0.01	0.01	0.45	0.01	0.18	-0.27787032809082046
74	75	0.03	0.24	0.04	0.17	0.0	0.02	0.5	0.0	-0.27400155286351086
75	76	0.01	0.03	0.37	0.41000000000000003	0.03	0.02	0.05	0.08	-0.16009642049913753
76	77	0.27	0.01	0.09	0.0	0.02	0.56	0.0	0.05	-0.32358417286675656
77	78	0.73	0.0	0.0	0.03	0.09	0.0	0.04	0.11	-0.4345108182869821
78	79	0.0	0.21	0.01	0.33	0.0	0.31	0.1	0.04	-0.12766677999375106
79	80	0.3	0.14	0.07	0.0	0.47000000000000003	0.0	0.01	0.01	-0.39798589020301534
80	81	0.55	0.31	0.02	0.02	0.01	0.0	0.08	0.01	-0.6896732753814878
81	82	0.0	0.0	0.0	0.07	0.06	0.0	0.81	0.06	-0.3162540403989087
82	83	0.3	0.03	0.34	0.05	0.2	0.03	0.0	0.05	-0.5263020733313304
83	84	0.3	0.0	0.0	0.0	0.09	0.04	0.49	0.08	-0.30768603390581273
84	85	0.22	0.04	0.52	0.03	0.15	0.01	0.0	0.03	-0.45407012147070774
85	86	0.47000000000000003	0.02	0.0	0.22	0.1	0.03	0.15	0.01	-0.3810578485712048
86	87	0.01	0.0	0.03	0.0	0.42	0.52	0.0	0.02	-0.29660398718553693
87	88	0.0	0.21	0.46	0.02	0.05	0.02	0.24	0.0	-0.27864107687241974
88	89	0.53	0.04	0.23	0.01	0.0	0.11	0.0	0.08	-0.6813428690728456
89	90	0.0	0.0	0.09	0.0	0.35000000000000003	0.02	0.01	0.53	-0.3562143462985532
90	91	0.34	0.25	0.2	0.09	0.0	0.0	0.04	0.08	-0.9629629188710553
91	92	0.14	0.0	0.08	0.48	0.0	0.24	0.0	0.06	-0.1722791923584285
92	93	0.37	0.08	0.2	0.13	0.02	0.2	0.0	0.0	-0.4864777855960525
93	94	0.01	0.45	0.0	0.02	0.04	0.42	0.03	0.03	-0.2073161664630993
94	95	0.01	0.21	0.03	0.7000000000000001	0.01	0.01	0.01	0.02	-0.1848429319385754
95	96	0.05	0.6	0.25	0.01	0.0	0.01	0.08	0.0	-0.3037974134526932
96	97	0.31	0.07	0.01	0.38	0.0	0.01	0.2	0.02	-0.3896492878687242
97	98	0.37	0.27	0.26	0.01	0.0	0.0	0.0	0.09	-1.0563758474495968
98	99	0.28	0.17	0.3	0.12	0.0	0.01	0.12	0.0	-0.7584560408355864
99	100	0.29	0.3	0.2	0.02	0.0	0.0	0.04	0.15	-0.9496496148838223
100	101	0.42	0.11	0.32	0.06	0.03	0.0	0.0	0.06	-0.9015503665325899
101	102	0.46	0.22	0.17	0.02	0.05	0.03	0.01	0.04	-0.8820270835448587
102	103	0.41000000000000003	0.29	0.3	0.0	0.0	0.0	0.0	0.0	-1.028198879138314
103	104	0.31	0.23	0.27	0.08	0.08	0.01	0.01	0.01	-0.8616373599326033
104	105	0.0	0.07	0.04	0.0	0.58	0.24	0.01	0.06	-0.26371134725940126
105	106	0.19	0.04	0.52	0.01	0.01	0.03	0.2	0.0	-0.41550687382345736
106	107	0.0	0.07	0.06	0.02	0.01	0.0	0.08	0.76	-0.3267822406269172
107	108	0.01	0.2	0.0	0.0	0.18	0.15	0.45	0.01	-0.19993402354314527
108	109	0.07	0.32	0.04	0.0	0.34	0.22	0.0	0.01	-0.23663815825496215
109	110	0.44	0.02	0.08	0.01	0.26	0.18	0.0	0.01	-0.3657583643071557
110	111	0.0	0.2	0.41000000000000003	0.04	0.28	0.01	0.01	0.05	-0.2781907072591542
111	112	0.01	0.14	0.01	0.26	0.25	0.0	0.33	0.0	-0.15365738206507856
112	113	0.52	0.01	0.12	0.04	0.02	0.01	0.0	0.28	-0.6114088019260928
113	114	0.02	0.0	0.03	0.16	0.02	0.33	0.44	0.0	-0.20958138897100526
114	115	0.0	0.25	0.0	0.02	0.01	0.37	0.35000000000000003	0.0	-0.19890132753609627
115	116	0.25	0.01	0.19	0.0	0.27	0.02	0.25	0.01	-0.304878102056706
116	117	0.31	0.0	0.01	0.32	0.33	0.0	0.01	0.02	-0.242386372295432
117	118	0.26	0.0	0.03	0.01	0.43	0.01	0.25	0.01	-0.2580069724333803
118	119	0.01	0.07	0.61	0.24	0.01	0.02	0.0	0.04	-0.19130164867719127
119	120	0.16	0.32	0.19	0.0	0.0	0.03	0.3	0.0	-0.48291697264472877
120	121	0.25	0.01	0.05	0.01	0.64	0.0	0.03	0.01	-0.31435701713711073
121	122	0.04	0.03	0.02	0.29	0.0	0.07	0.0	0.55	-0.2888747042744755
122	123	0.04	0.35000000000000003	0.19	0.2	0.0	0.02	0.18	0.02	-0.30751877642661646
123	124	0.11	0.04	0.02	0.0	0.01	0.03	0.34	0.45	-0.33874956734362416
124	125	0.22	0.02	0.01	0.25	0.03	0.02	0.45	0.0	-0.2881466291967174
125	126	0.02	0.56	0.04	0.27	0.05	0.0	0.02	0.04	-0.23525597911342835
126	127	0.04	0.0	0.6	0.04	0.03	0.22	0.03	0.04	-0.11892694741223334
127	128	0.65	0.13	0.03	0.01	0.16	0.01	0.0	0.01	-0.5221639291665992
128	129	0.24	0.0	0.03	0.03	0.03	0.41000000000000003	0.26	0.0	-0.23510308593264
129	130	0.0	0.36	0.55	0.01	0.01	0.02	0.0	0.05	-0.3429460743278333
130	131	0.0	0.02	0.27	0.01	0.02	0.04	0.0	0.64	-0.3326775379964118
131	132	0.17	0.01	0.01	0.61	0.05	0.01	0.08	0.06	-0.16876368130468822
132	133	0.33	0.22	0.3	0.0	0.02	0.0	0.04	0.09	-0.9968817424897685
133	134	0.37	0.21	0.19	0.0	0.03	0.04	0.0	0.16	-0.9275564207417857
134	135	0.48	0.24	0.16	0.02	0.0	0.04	0.05	0.01	-0.8584581285331767
135	136	0.34	0.25	0.21	0.01	0.06	0.11	0.01	0.01	-0.7737388998824176
136	137	0.13	0.18	0.01	0.0	0.01	0.65	0.02	0.0	-0.3254571576508326
137	138	0.36	0.16	0.29	0.0	0.02	0.0	0.17	0.0	-0.8063815810015196
138	139	0.28	0.34	0.35000000000000003	0.02	0.0	0.0	0.0	0.01	-0.9424482460431964
139	140	0.28	0.27	0.25	0.0	0.0	0.04	0.12	0.04	-0.8363039811691979
140	141	0.41000000000000003	0.22	0.2	0.03	0.06	0.01	0.04	0.03	-0.9066220406832779
141	142	0.36	0.23	0.04	0.0	0.1	0.0	0.01	0.26	-0.7228195510560411
142	143	0.36	0.18	0.3	0.07	0.0	0.04	0.01	0.04	-0.9239101928729323
143	144	0.38	0.26	0.27	0.0	0.0	0.0	0.0	0.09	-1.0603910883942818
144	145	0.43	0.22	0.0	0.19	0.01	0.1	0.04	0.01	-0.5841640349456629
145	146	0.28	0.05	0.49	0.15	0.0	0.0	0.02	0.01	-0.601547727556773
146	147	0.0	0.0	0.0	0.04	0.71	0.07	0.18	0.0	-0.2624177288034839
147	148	0.1	0.01	0.34	0.0	0.0	0.31	0.24	0.0	-0.16137086399398898
148	149	0.01	0.0	0.0	0.25	0.16	0.0	0.55	0.03	-0.24585848421729345
149	150	0.04	0.35000000000000003	0.03	0.24	0.29	0.0	0.01	0.04	-0.20754866386216803
150	151	0.27	0.06	0.34	0.04	0.01	0.01	0.0	0.27	-0.7090812129432764
151	152	0.28	0.29	0.33	0.0	0.0	0.05	0.02	0.03	-0.9045652320868618
152	153	0.15	0.32	0.0	0.25	0.01	0.25	0.01	0.01	-0.27488621162304766
153	154	0.0	0.03	0.21	0.21	0.44	0.01	0.06	0.04	-0.19467339069618292
154	155	0.0	0.18	0.0	0.01	0.12	0.04	0.65	0.0	-0.2830826649318262
155	156	0.0	0.04	0.23	0.25	0.01	0.0	0.36	0.11	-0.22465261567868666
156	157	0.01	0.0	0.59	0.01	0.23	0.02	0.14	0.0	-0.17601858058714842
157	158	0.05	0.0	0.08	0.0	0.05	0.29	0.06	0.47	-0.29574894597225654
158	159	0.37	0.0	0.24	0.3	0.0	0.0	0.08	0.01	-0.5331022873631623
159	160	0.0	0.08	0.16	0.04	0.02	0.6900000000000001	0.0	0.01	-0.3043297188233598
160	161	0.02	0.02	0.22	0.32	0.0	0.33	0.03	0.06	-0.09222842350964347
161	162	0.08	0.41000000000000003	0.03	0.0	0.25	0.03	0.19	0.01	-0.25366515558319447
162	163	0.29	0.4	0.1	0.14	0.02	0.01	0.0	0.04	-0.7668682005050953
163	164	0.49	0.04	0.19	0.0	0.22	0.01	0.02	0.03	-0.5718923622974407
164	165	0.0	0.0	0.17	0.0	0.39	0.15	0.29	0.0	-0.17953465344116049
165	166	0.35000000000000003	0.34	0.25	0.01	0.01	0.0	0.02	0.02	-0.9911816072814501
166	167	0.35000000000000003	0.17	0.31	0.0	0.03	0.02	0.04	0.08	-0.9358420652757493
167	168	0.38	0.2	0.25	0.01	0.02	0.03	0.01	0.1	-0.9743234635346227
