	Iteration	Pt	Pd	Au	Ru	Rh	Ir	Re	Os	Activity
45	46	0.47000000000000003	0.23	0.3	0.0	0.0	0.0	0.0	0.0	-0.9977325135155488
46	47	0.47000000000000003	0.25	0.28	0.0	0.0	0.0	0.0	0.0	-0.9999950516118457
47	48	0.46	0.2	0.25	0.04	0.02	0.02	0.0	0.01	-0.9418467246192677
48	49	0.36	0.25	0.27	0.0	0.0	0.0	0.0	0.12	-1.0543544872126187
49	50	0.04	0.18	0.0	0.0	0.78	0.0	0.0	0.0	-0.3031247650230142
50	51	0.0	0.01	0.06	0.0	0.0	0.03	0.89	0.01	-0.3241210728933388
51	52	0.02	0.92	0.03	0.01	0.01	0.01	0.0	0.0	-0.23721639479455403
52	53	0.04	0.34	0.52	0.0	0.06	0.04	0.0	0.0	-0.3808499291591279
53	54	0.01	0.0	0.05	0.03	0.01	0.9	0.0	0.0	-0.3449007393649275
54	55	0.59	0.01	0.16	0.16	0.01	0.06	0.01	0.0	-0.5602809964428095
55	56	0.49	0.0	0.01	0.12	0.28	0.04	0.06	0.0	-0.33313058513113697
56	57	0.29	0.0	0.28	0.01	0.0	0.11	0.03	0.28	-0.5533271337312462
57	58	0.04	0.02	0.0	0.02	0.0	0.51	0.37	0.04	-0.26706488371879833
58	59	0.01	0.04	0.0	0.44	0.14	0.33	0.0	0.04	-0.13270843098408877
59	60	0.01	0.0	0.0	0.01	0.89	0.01	0.01	0.07	-0.3081558134331177
60	61	0.38	0.03	0.02	0.08	0.0	0.01	0.02	0.46	-0.4862644008742574
61	62	0.07	0.01	0.73	0.03	0.01	0.04	0.11	0.0	-0.22902056627699557
62	63	0.0	0.06	0.0	0.32	0.03	0.03	0.53	0.03	-0.25511872862943763
63	64	0.29	0.01	0.0	0.05	0.01	0.56	0.02	0.06	-0.3254376833005549
64	65	0.0	0.04	0.06	0.01	0.06	0.0	0.01	0.82	-0.3295440521593211
65	66	0.0	0.01	0.56	0.0	0.0	0.4	0.03	0.0	-0.14094374556643408
66	67	0.23	0.06	0.33	0.01	0.31	0.01	0.0	0.05	-0.4681524707229883
67	68	0.0	0.11	0.0	0.38	0.48	0.01	0.0	0.02	-0.1969276066126672
68	69	0.05	0.49	0.0	0.03	0.0	0.43	0.0	0.0	-0.23566865977042056
69	70	0.27	0.2	0.32	0.14	0.01	0.05	0.01	0.0	-0.7631287767151802
70	71	0.01	0.18	0.01	0.67	0.01	0.0	0.11	0.01	-0.17684294012015778
71	72	0.28	0.25	0.29	0.0	0.0	0.11	0.03	0.04	-0.8016233417456684
72	73	0.29	0.22	0.01	0.0	0.01	0.04	0.01	0.42	-0.5767672043286631
73	74	0.09	0.0	0.24	0.46	0.12	0.01	0.01	0.07	-0.15248830630048768
74	75	0.34	0.15	0.35000000000000003	0.0	0.03	0.0	0.06	0.07	-0.9112416983195533
75	76	0.27	0.32	0.08	0.24	0.01	0.0	0.06	0.02	-0.6932801590326245
76	77	0.22	0.03	0.03	0.05	0.51	0.0	0.01	0.15	-0.33912788927669996
77	78	0.46	0.08	0.07	0.0	0.0	0.36	0.03	0.0	-0.38385270029475027
78	79	0.37	0.13	0.0	0.0	0.47000000000000003	0.0	0.0	0.03	-0.3907860147691367
79	80	0.0	0.31	0.02	0.0	0.31	0.0	0.3	0.06	-0.20507254020811755
80	81	0.6	0.08	0.01	0.28	0.0	0.01	0.0	0.02	-0.5113487691455489
81	82	0.37	0.11	0.25	0.01	0.0	0.0	0.02	0.24	-0.874748375244943
82	83	0.6	0.03	0.05	0.0	0.0	0.0	0.32	0.0	-0.4411741562501195
83	84	0.02	0.0	0.13	0.15	0.0	0.62	0.06	0.02	-0.2616689863904061
84	85	0.01	0.32	0.02	0.0	0.0	0.09	0.52	0.04	-0.26551954540863626
85	86	0.33	0.24	0.33	0.05	0.0	0.01	0.01	0.03	-0.9873948820013889
86	87	0.35000000000000003	0.32	0.14	0.06	0.03	0.0	0.0	0.1	-0.9318101258286775
87	88	0.38	0.2	0.18	0.01	0.0	0.0	0.03	0.2	-0.9467463189757634
88	89	0.3	0.02	0.02	0.41000000000000003	0.0	0.23	0.02	0.0	-0.2708771621238431
89	90	0.01	0.01	0.0	0.0	0.09	0.01	0.46	0.42	-0.29916779805642685
90	91	0.35000000000000003	0.3	0.2	0.03	0.1	0.01	0.01	0.0	-0.8743241050221571
91	92	0.24	0.29	0.31	0.0	0.02	0.01	0.03	0.1	-0.9100195689724302
92	93	0.31	0.09	0.39	0.13	0.0	0.0	0.05	0.03	-0.7522050549734339
93	94	0.39	0.28	0.25	0.01	0.0	0.07	0.0	0.0	-0.9265692732294109
94	95	0.46	0.03	0.21	0.0	0.13	0.0	0.12	0.05	-0.6117278553671276
95	96	0.06	0.43	0.04	0.01	0.39	0.03	0.0	0.04	-0.27780822272246053
96	97	0.26	0.42	0.27	0.01	0.01	0.0	0.0	0.03	-0.865708036994149
97	98	0.01	0.02	0.25	0.03	0.49	0.03	0.0	0.17	-0.329053050570109
98	99	0.03	0.02	0.0	0.03	0.33	0.59	0.0	0.0	-0.30997701327814214
99	100	0.29	0.15	0.19	0.36	0.0	0.0	0.01	0.0	-0.6145349471455441
100	101	0.06	0.25	0.05	0.33	0.0	0.0	0.0	0.31	-0.3582011271786225
101	102	0.01	0.31	0.29	0.01	0.0	0.02	0.31	0.05	-0.3236769478562407
102	103	0.79	0.02	0.0	0.04	0.0	0.0	0.03	0.12	-0.4411217030082152
103	104	0.0	0.01	0.3	0.0	0.03	0.15	0.49	0.02	-0.22575498441448744
104	105	0.37	0.01	0.04	0.3	0.03	0.03	0.21	0.01	-0.36755637198317254
105	106	0.01	0.03	0.01	0.43	0.0	0.29	0.21	0.02	-0.14777682372418074
106	107	0.15	0.07	0.01	0.0	0.04	0.0	0.66	0.07	-0.3149696266221017
107	108	0.04	0.0	0.87	0.06	0.01	0.0	0.0	0.02	-0.23854104784540683
108	109	0.05	0.26	0.03	0.05	0.0	0.6	0.0	0.01	-0.28653551988828496
109	110	0.0	0.0	0.01	0.08	0.45	0.31	0.14	0.01	-0.1991689987527874
110	111	0.2	0.02	0.38	0.01	0.01	0.0	0.0	0.38	-0.5336506144421119
111	112	0.22	0.35000000000000003	0.02	0.41000000000000003	0.0	0.0	0.0	0.0	-0.5378209786007779
112	113	0.24	0.02	0.0	0.03	0.46	0.21	0.01	0.03	-0.2738244859342165
113	114	0.02	0.47000000000000003	0.02	0.0	0.01	0.09	0.0	0.39	-0.24457770959756733
114	115	0.18	0.0	0.01	0.31	0.22	0.0	0.27	0.01	-0.17949618240161014
115	116	0.32	0.1	0.0	0.35000000000000003	0.15	0.01	0.0	0.07	-0.38065349770705814
116	117	0.04	0.02	0.16	0.48	0.01	0.02	0.26	0.01	-0.1768628964703698
117	118	0.02	0.03	0.0	0.0	0.3	0.02	0.63	0.0	-0.27859230140152846
118	119	0.43	0.28	0.15	0.02	0.0	0.0	0.0	0.12	-0.9762812748849898
119	120	0.27	0.04	0.37	0.02	0.0	0.0	0.2	0.1	-0.6088308422919126
120	121	0.05	0.34	0.29	0.23	0.03	0.0	0.04	0.02	-0.3683111502764478
121	122	0.0	0.0	0.02	0.03	0.0	0.26	0.12	0.57	-0.29149350147104114
122	123	0.0	0.0	0.19	0.02	0.72	0.01	0.0	0.06	-0.3122365796850759
123	124	0.01	0.58	0.28	0.0	0.01	0.03	0.06	0.03	-0.25479240652315405
124	125	0.62	0.05	0.3	0.0	0.01	0.02	0.0	0.0	-0.7133908796722989
125	126	0.01	0.36	0.05	0.26	0.04	0.28	0.0	0.0	-0.11975345165360957
126	127	0.01	0.05	0.0	0.01	0.03	0.31	0.56	0.03	-0.26073577404692344
127	128	0.0	0.42	0.01	0.19	0.0	0.02	0.27	0.09	-0.22018413841974155
128	129	0.3	0.07	0.44	0.0	0.0	0.17	0.02	0.0	-0.5304576799948231
129	130	0.0	0.0	0.21	0.01	0.03	0.39	0.3	0.06	-0.1707344864448183
130	131	0.26	0.0	0.14	0.0	0.01	0.5700000000000001	0.01	0.01	-0.30867982950923833
131	132	0.45	0.13	0.29	0.02	0.1	0.01	0.0	0.0	-0.8332548377235365
132	133	0.17	0.0	0.5700000000000001	0.19	0.01	0.01	0.01	0.04	-0.3458160318824179
133	134	0.0	0.05	0.36	0.55	0.01	0.02	0.0	0.01	-0.16809940083026878
134	135	0.0	0.09	0.27	0.0	0.04	0.54	0.01	0.05	-0.23276109297127023
135	136	0.01	0.0	0.01	0.21	0.64	0.02	0.08	0.03	-0.2551077231259783
136	137	0.01	0.0	0.36	0.3	0.04	0.27	0.02	0.0	-0.048322729585793534
137	138	0.59	0.03	0.01	0.0	0.03	0.27	0.03	0.04	-0.4008258310410619
138	139	0.27	0.14	0.04	0.0	0.3	0.0	0.23	0.02	-0.35015085159337284
139	140	0.45	0.0	0.05	0.0	0.0	0.2	0.24	0.06	-0.3690789820261401
140	141	0.01	0.0	0.01	0.8	0.03	0.0	0.07	0.08	-0.12450049342352545
141	142	0.0	0.07	0.03	0.02	0.59	0.11	0.17	0.01	-0.2307388480186617
142	143	0.27	0.03	0.2	0.0	0.11	0.01	0.36	0.02	-0.3757232606775231
143	144	0.29	0.27	0.2	0.17	0.01	0.0	0.02	0.04	-0.8669129486880949
144	145	0.48	0.36	0.03	0.08	0.04	0.0	0.0	0.01	-0.7510883826255359
145	146	0.01	0.01	0.21	0.08	0.38	0.05	0.26	0.0	-0.16716684692130926
146	147	0.14	0.68	0.0	0.0	0.0	0.02	0.1	0.06	-0.3112091869023472
147	148	0.0	0.22	0.37	0.0	0.31	0.03	0.0	0.07	-0.30781942595821477
148	149	0.43	0.0	0.16	0.01	0.23	0.13	0.0	0.04	-0.42673620891718506
149	150	0.0	0.65	0.03	0.01	0.23	0.03	0.01	0.04	-0.1775906861378904
150	151	0.02	0.31	0.01	0.36	0.23	0.0	0.03	0.04	-0.18041497158676909
151	152	0.02	0.0	0.37	0.18	0.41000000000000003	0.02	0.0	0.0	-0.1932237378519649
152	153	0.52	0.01	0.31	0.12	0.01	0.02	0.01	0.0	-0.6924463485436974
153	154	0.01	0.19	0.03	0.03	0.28	0.0	0.0	0.46	-0.33261749438438853
154	155	0.3	0.27	0.28	0.0	0.01	0.0	0.14	0.0	-0.8666955520353894
155	156	0.0	0.01	0.21	0.12	0.01	0.01	0.59	0.05	-0.27840179257978964
156	157	0.01	0.07	0.0	0.68	0.0	0.21	0.03	0.0	-0.1347387050604752
157	158	0.01	0.0	0.0	0.03	0.14	0.68	0.06	0.08	-0.32696163144038365
158	159	0.03	0.0	0.26	0.02	0.27	0.41000000000000003	0.01	0.0	-0.20445441486028337
159	160	0.01	0.29	0.01	0.02	0.05	0.27	0.29	0.06	-0.16173518642535592
160	161	0.08	0.02	0.02	0.01	0.63	0.2	0.0	0.04	-0.27676307317294446
161	162	0.37	0.19	0.23	0.07	0.04	0.0	0.0	0.1	-0.9578606727348038
162	163	0.2	0.0	0.0	0.24	0.3	0.25	0.01	0.0	-0.17523014471247647
163	164	0.02	0.07	0.47000000000000003	0.06	0.01	0.0	0.35000000000000003	0.02	-0.2681874570688622
164	165	0.01	0.01	0.0	0.21	0.16	0.23	0.35000000000000003	0.03	-0.14044491143934634
165	166	0.47000000000000003	0.01	0.27	0.0	0.0	0.14	0.0	0.11	-0.6395550831251595
166	167	0.37	0.3	0.0	0.23	0.01	0.04	0.0	0.05	-0.6814302443362352
167	168	0.02	0.0	0.5	0.0	0.29	0.16	0.0	0.03	-0.1711306041083444
